comments,reaction_type
ছোট্ট ছেলেটির কথাগুলো শুনে চোখের পানি আর ধরে রাখতে পারলাম না হৃদয় ছুয়ে দিয়েছে,neutral
গল্পটা মনছুয়ে গেলো বিশ্বাস করতে বাধ্য হলাম মুভি দেখেও মানুষ কাদে কারন প্রমাণ আমি নিজেই,neutral
গল্পের শুরু টা যেমন মজার গল্পের শেষ টাও তেমন কষ্টের,neutral
এই প্রথম কোন মুভি দেখে প্রাণ খুলে কাঁদলামএই মুভিটা চিরদিন আমার মনে একটা দাগ কেটে রাখবে প্রতিটা মানুষ যেন তার জীবনে এরকম একটা ভালোবাসার মানুষ পায়,neutral
গল্পটা সত্তি অসাধারণ ছিলো  চোখের পানি নিজ থেকেই অঝোরে নেমেছে ধরে রাখতে পারিনি  মন ছোঁয়া একটা গল্পের কাহিনি অনেক ভালো লেগেছে ধন্যবাদ রাইটার ভাই কে,neutral
অসাধারণ একটা গল্পবাচ্চাটার কান্না দেখেবাচ্চাটার কথা ভেবে নিজের অজান্তেই চোখে পানি চলে আসছিলোমা ছাড়া বাচ্চারা কতোটা অসহায়একজন স্বামী তাঁর স্ত্রী ছাড়া কতোটা একাকিত্ব অনুভব করেগল্প হলেও মন ছুঁয়ে গেছে,neutral
গল্পটা আসলেই অনেক সুন্দর আমি আমার মাকে এটা শুনিয়েছি আর দুজনে একসাথে হেসেছি  ভালো থাকুক পৃথিবীর সকল মায়েরা,neutral
সত্যিই অসাধারণ ছোট্ট ছেলেটির কথাগুলো শুনে চোখের পানি আর ধরে রাখতে পারলাম না,neutral
প্রতিটা মা বাবা দীর্ঘ জীবি হোক,neutral
আসলে লাটের সিনটা অনেক বেশি ইমোসোনাল ছিলো কিন্তু এই সিনেমার কস্ট তারাই বুঝবে যাদের ভালোবাসার মানুষ মারা গেছে,neutral
গল্পটি শুনে চোখে পানি চলে আসলো খুব সুন্দর করে পুটিয়ে তুলেছেন গল্পটি,neutral
আসলে কোরিয়ান কিংবা চাইনিজ ড্রামা গুলো সত্যিই অসাধারণ যেগুলো আর কোনো মুভি এর সাথে তুলনা হবে না,neutral
আসলেই কুরিয়ান এবং চাইনিজ ড্রামা গুলো অনেক সুন্দর হয়আসলেই চোখে পানি চলে আসলো নিজের অজান্তেই,neutral
